name,address,phone,fax,email,website,keywords,latitude,longitude,pharmacy_code,notes
METRO PHARMACY,"910 SOUTHDOWN RD , MISSISSAUGA L5G 2Y4",(905) 823-4900,(905) 823-2100,,,,43.5082303,-79.6302953,40732,
COURTESY PHARMACY,"CLARKSON ROAD PLAZA 1603 CLARKSON RD N, MISSISSAUGA L5J 2X1",(905) 823-4664,(905) 823-6434,,,,43.5291056,-79.639026,18994,
PHARMASAVE INVERHOUSE PHARMACY,"1900 LAKESHORE RD W , MISSISSAUGA L5J 1J7",(905) 823-9178,(905) 823-8091,,,,43.5136626,-79.6263046,302180,
SHOPPERS DRUG MART,"1-920 SOUTHDOWN RD , MISSISSAUGA L5J 2Y4",(905) 823-8260,(905) 823-8840,,,,43.507648,-79.6311,24752,
MEADOWVALE PHARMACY,"9A-6750 WINSTON CHURCHILL BLVD , MISSISSAUGA L5N 4C4",(905) 824-0701,(905) 824-0702,,,,43.5827346,-79.7651334,303632,
LISGAR PHARMACY,"J-3945 DOUG LEAVEN BLVD , MISSISSAUGA L5N 0A5",(905) 824-4449,(905) 824-1035,,,,43.5669661,-79.7753937,301231,
LISGAR WOODS PHARMACY,"B2-6970 LISGAR DR , MISSISSAUGA L5N 8C8",(905) 824-5999,(905) 824-5979,,,,43.5758111,-79.7836275,302051,
REXALL,"100 - 2441 LAKESHORE RD W , OAKVILLE L6L 1H6",(905) 825-0677,(905) 825-8649,,,,43.39538,-79.712114,305354,
ORIGINS PHARMACY & HOME HEALTH CARE CENTRE,"7 - 3001 HOSPITAL GATE , OAKVILLE L6M 0L8",(905) 847-3223,(905) 825-8677,,,,43.450372,-79.7646916,304931,
TOTAL HEALTH PHARMACY,"1131 NOTTINGHILL GATE , OAKVILLE L6M 1K5",(905) 825-2560,(905) 825-9655,,,,43.4404616,-79.7194362,24216,
SHOPPERS DRUG MART,"6975 MEADOWVALE TOWN CNTR CIR , MISSISSAUGA L5N 2W7",(905) 826-7112,(905) 826-4152,,,,43.5819795,-79.7581215,307561,
THE QUEEN PHARMACY,"5025 CREDITVIEW RD , MISSISSAUGA L5V 3E5",(905) 826-5555,(905) 826-5554,,,,43.5784457,-79.6853342,305187,
REXALL,"6045 CREDITVIEW RD UNIT F01, MISSISSAUGA L5V 2A8",(905) 826-0996,(905) 826-5793,,,,43.5999132,-79.7102764,305466,
ROBINSONS IDA PHARMACY,"181 QUEEN ST S , STREETSVILLE L5M 1L2",(905) 826-1115,(905) 826-6400,,,,43.5820402,-79.7138123,12120,
ST. MARYS MEDICAL CARE PHARMACY,"1201 BRITANNIA RD W , MISSISSAUGA L5V 1N2",(905) 821-4550,(905) 826-7398,,,,43.603448,-79.7070768,36572,
SHOPPERS DRUG MART,"2297 LAKESHORE RD W , OAKVILLE L6L 1H2",(905) 827-1561,(905) 827-2575,,,,43.3987469,-79.7074274,306381,
SHOPPERS DRUG MART,"HOPEDALE MALL 1515 REBECCA ST, OAKVILLE L6L 5G8",(905) 827-4141,(905) 827-4585,,,,43.4126282,-79.7064361,3392,
VITALE PHARMACY,"107 - 2340 COUNCIL RING RD , MISSISSAUGA L5L 1C1",(905) 820-0730,(905) 828-0380,,,,43.5344217,-79.6781878,307694,
WINSTON CHURCHILL AND DUNDAS PHARMACY,"4 - 3018 WINSTON CHURCHILL BLVD , MISSISSAUGA L5L 2V7",(905) 828-4100,(905) 828-1800,,,,43.5227464,-79.682739,306950,
COSTCO PHARMACY,"3180 LAIRD RD , MISSISSAUGA L5L 6A5",(905) 828-3368,(905) 828-3365,,,,43.521047,-79.6889729,300101,
WAL-MART PHARMACY,"5100 ERIN MILLS PKY , MISSISSAUGA L5M 4Z5",(905) 820-3797,(905) 828-6818,,,,43.5586447,-79.7115912,305925,
CHURCHILL MEADOWS PHARMACY,"UNIT 5-3050 ARTESIAN DR , MISSISSAUGA L5M 7P5",(905) 828-7707,(905) 828-7757,,,,43.5453645,-79.7146617,300546,
GLEN ERIN PHARMACY,"UNITS 1 & 2 2318 DUNWIN DR, MISSISSAUGA L5L 1C7",(905) 828-1980,(905) 828-7780,,,,43.5333041,-79.6766622,19554,
THE CHASE PHARMACY,"1 & 2-1675 THE CHASE , MISSISSAUGA L5M 5Y7",(905) 828-8877,(905) 828-8791,,,,43.5649404,-79.701422,32228,
DUNWIN PHARMACY INC.,"6-2111 DUNWIN DR , MISSISSAUGA L5L 3C1",(905) 828-8898,(905) 828-8892,,,,43.5347625,-79.6756985,304171,
MI CLINIC PHARMACY,"A005 - 2690 ERIN CENTRE BLVD , MISSISSAUGA L5M 5P5",(905) 828-8900,(905) 828-8902,,,,43.5580074,-79.7165594,306425,
CLEAR VIEW PHARMACY,"A6 - 1140 WINSTON CHURCHILL BLVD , OAKVILLE L6J 0A3",(905) 829-2004,(905) 829-2003,,,,43.4991677,-79.6502461,308022,
METRO PHARMACY,"2225 ERIN MILLS PKWY , MISSISSAUGA L5K 1T9",(905) 829-8929,(905) 829-2678,,,,43.5307487,-79.6533683,37956,
SPECIALTY RX,"100 - 2201 BRISTOL CIR , OAKVILLE L6H 0J8",(905) 829-0845,(905) 829-4397,,,,43.5144602,-79.6713478,307642,
BRISTOL MEDICAL PHARMACY,"105-2315 BRISTOL CIR , OAKVILLE L6H 6P8",(905) 829-4495,(905) 829-5486,,,,43.5167296,-79.6750309,302066,
WAL-MART PHARMACY,"1111 DAVIS DR , NEWMARKET L3Y 8X2",(905) 830-4212,(905) 830-3615,,,,44.0680634,-79.4306535,302899,
COLLEGE MANOR PHARMACY & WELLNESS CENTRE LTD.,"883 MULOCK DR , NEWMARKET L3Y 8S3",(905) 830-5677,(905) 830-5163,,,,44.0462399,-79.435973,38588,
SOUTHLAKE REGIONAL HEALTH CENTRE,"PHARMACY DEPARTMENT 596 DAVIS DR, NEWMARKET L3Y 2P9",(905) 895-4521,(905) 830-5976,,,,44.0604193,-79.4516422,305856,
SOUTHLAKE RESTORATIVE CARE CENTRE CHURCH SITE,"PHARMACY DEPARTMENT 200 CHURCH ST, YORK M9N 1N8",(905) 895-4521,(905) 830-5976,,,,43.7094655,-79.5100606,307476,
CARERX PHARMACY,"596 DAVIS DR , NEWMARKET L3Y 2P9",(905) 830-5988,(905) 830-5984,,,,44.060624,-79.4526421,308104,
SHOPPERS DRUG MART,"18293 YONGE ST , EAST GWILLIMBURY L9N 0A2",(905) 830-3663,(905) 830-6800,,,,44.0748169,-79.482742,308060,
LOBLAW PHARMACY,"REAL CANADIAN SUPER STORE 18120 YONGE ST, NEWMARKET L3Y 4V8",(905) 830-3679,(905) 830-6811,,,,44.069854,-79.486278,36012,
DIXON MEDICAL PHARMACY,"106-531 DAVIS DR , NEWMARKET L3Y 6P5",(905) 830-9660,(905) 830-9664,,,,44.0605684,-79.4563689,307616,
DURHAM DRUG STORE,"780 KINGSTON RD , PICKERING L1V 0C5",(905) 831-7977,(905) 831-3078,,,,43.8220295,-79.112337,302858,
REXALL,"28-1822 WHITES RD , PICKERING L1V 4M1",(905) 831-7117,(905) 831-6330,,,,43.83041,-79.122154,305537,
PICKERING MEDICAL PHARMACY,"1885 GLENANNA RD , PICKERING L1V 6R6",(905) 831-8181,(905) 831-8045,,,,43.8385161,-79.0855221,34060,
LOBLAW PHARMACY,"1792 LIVERPOOL RD , PICKERING L1V 1V9",(905) 831-6310,(905) 831-9646,,,,43.8323974,-79.09116,24844,
THE MEDICINE SHOPPE,"9983 KEELE ST , MAPLE L6A 3Y5",(905) 832-4544,(905) 832-0913,,,,43.854406,-79.511734,31548,
MAPLE PHARMACHOICE PHARMACY,"2810 MAJOR MACKENZIE DR , MAPLE L6A 1R8",(905) 832-1200,(905) 832-0921,,,,43.851215,-79.5345867,39284,
HEALTHSHIELD PHARMACY,"122 - 9401 JANE ST BUILDING A, VAUGHAN L6A 4H7",(905) 832-4333,(905) 832-5832,,,,43.8354334,-79.5322783,302288,
WAL-MART PHARMACY,"3600 MAJOR MACKENZIE DR , VAUGHAN L6A 1S1",(905) 832-6595,(905) 832-7748,,,,43.8483415,-79.5552512,302906,
SHOPPERS DRUG MART,"2943 MAJOR MACKENZIE DR , MAPLE L6A 3N9",(905) 832-9954,(905) 832-9068,,,,43.8488236,-79.5345078,39628,
SHOPPERS DRUG MART,"2140 KING RD , KING CITY L7B 1L5",(905) 833-1368,(905) 833-1732,,,,43.9300722,-79.5232188,305544,
IMPROVED CARE PHARMACY,"4 - 1700 KING RD BLDG M , KING CITY L7B 0N1",(905) 833-8421,(905) 833-3333,,,,43.9319396,-79.513571,304760,
KING CITY PHARMACY,"KING CENTRE PLAZA 1-2075 KING RD, KING CITY L7B 1K2",(905) 833-5304,(905) 833-5341,,,,43.929879,-79.5206558,17772,
NORTHLAND PHARMACY,"175 - 287 WEST SIDE RD , PORT COLBORNE L3K 5L2",(905) 834-6666,(905) 834-0888,,,,42.9055549,-79.2668453,307681,
SHOPPERS DRUG MART,"77 CLARENCE ST , PORT COLBORNE L3K 3G2",(905) 834-4046,(905) 834-6133,,,,42.8862788,-79.2530187,304910,
BOGGIO PHARMACY LTD,"200 CATHARINE ST , PORT COLBORNE L3K 4K8",(905) 834-3514,(905) 834-6252,,,,42.885297,-79.2529779,15099,
PORT MEDICAL PHARMACY,"9-254 KILLALY ST. W. , PORT COLBORNE L3K 6A6",(905) 834-7678,(905) 834-8040,,,,42.892126,-79.2493627,308103,
MATHESON PHARMACY,"427 STEELE ST , PORT COLBORNE L3K 4Y2",(905) 835-0000,(905) 835-1075,,,,42.8913535,-79.2595188,304276,
DAVIS DRIVE PHARMACY,"291 DAVIS DR , NEWMARKET L3Y 2N6",(905) 836-4090,(905) 836-4022,,,,44.0580598,-79.4673562,35052,
NEW CARE PHARMACY,"17730 LESLIE ST , NEWMARKET L3Y 3E4",(905) 830-0739,(905) 836-6735,,,,44.0713321,-79.4341705,306822,
ELITE CARE PHARMACY,"2 - 181 GREEN LANE E , EAST GWILLIMBURY L9N 0C9",(905) 836-2273,(905) 836-7070,,,,44.0731978,-79.4819014,304211,
MEDI-MART RX,"712 DAVIS DR , NEWMARKET L3Y 8C3",(905) 836-2220,(905) 836-9100,,,,44.0617768,-79.4480177,304099,
PICKERING FIRST PLACE PHARMACY,"11 - 1550 KINGSTON ROAD , PICKERING L1V 1C3",(905) 837-1331,(905) 837-1337,,,,43.8516985,-79.0683823,303772,
BAY RIDGES PHARMACY,"7-1794 LIVERPOOL RD , PICKERING L1V 4G7",(905) 839-1123,(905) 839-1124,,,,43.834286,-79.090812,8540,
FAIRPORT PHARMACY,"750 OKLAHOMA DR , PICKERING L1W 3G9",(905) 839-4461,(905) 839-1433,,,,43.8124022,-79.1112895,307984,
LIVERPOOL PHARMACY,"725 KROSNO BLVD , PICKERING L1W 1G4",(905) 839-4300,(905) 839-4306,,,,43.8222931,-79.084286,20842,
SHOPPERS DRUG MART,"PICKERING TOWN CENTRE 1355 KINGSTON RD, PICKERING L1V 1B8",(905) 839-4488,(905) 839-4493,,,,43.8358837,-79.0860956,570,
FANDOR PHARMACY,"1A - 15 FANDOR WAY , BRAMPTON L7A 4S2",(905) 840-0057,(905) 840-0059,,,,43.6900672,-79.81501,305932,
GREENCROSS DRUGS,"7-1 WEXFORD RD , BRAMPTON L6Z 2W1",(905) 840-7133,(905) 840-4767,,,,43.7099104,-79.790742,301513,
REXALL,"GREYROSE PLAZA 10035 HURONTARIO ST., BRAMPTON L6Z 0E6",(905) 840-0660,(905) 840-6392,,,,43.706743,-79.786987,305360,
BRISDALE PHARMACY,"103-5 BRISDALE DR , BRAMPTON L7A 0S9",(905) 840-6555,(905) 840-7555,,,,43.6870064,-79.8172666,304170,
BRAMPTON MEDICAL PLEX PHARMACY,"9A-27 RUTH AVE , BRAMPTON L6Z 4R2",(905) 840-7600,(905) 840-7601,,,,43.7227095,-79.7873707,302128,
STORYBROOK PHARMACY,"1 - 611 WANLESS DRIVE , BRAMPTON L7A 3Y6",(905) 840-9994,(905) 840-9996,,,,43.712782,-79.827186,304182,
PHARMASAVE,"105-126 WELLINGTON ST W , AURORA L4G 2N9",(905) 841-2133,(905) 841-3581,,,,43.9988029,-79.474695,35740,
FAMILY DRUG MART,"5-9 BOREALIS AVE , AURORA L4G 0R5",(905) 841-7487,(905) 841-6790,,,,44.0126714,-79.4454312,302789,
ENHANCED CARE PHARMACY,"14872 YONGE ST , AURORA L4G 1N2",(905) 505-0950,(905) 841-8978,,,,43.9908107,-79.4659499,302133,
THE MEDICINE SHOPPE,"267 LAKESHORE RD E , OAKVILLE L6J 1H9",(905) 842-2770,(905) 842-0027,,,,43.4471173,-79.6669848,19984,
HALTON PHARMACY,"1060 SPEERS RD , OAKVILLE L6L 2X4",(905) 842-4266,(905) 842-1064,,,,43.4313561,-79.703658,304691,
SHOPPERS DRUG MART,"OLDE OAKVILLE MARKETPLACE 351 CORNWALL RD, OAKVILLE L6J 7Z5",(905) 842-2327,(905) 842-1815,,,,43.4571104,-79.6782119,306356,
GLENASHTON PHARMACY,"1-333 GLENASHTON DR , OAKVILLE L6H 7P6",(905) 842-2300,(905) 842-2301,,,,43.4808237,-79.7094406,40876,
SHOPPERS DRUG MART,"109A - 240 LEIGHLAND AVE , OAKVILLE L6H 3H6",(905) 842-3730,(905) 842-3732,,,,43.461607,-79.6868686,304457,
SHOPPERS DRUG MART,"D5 - 1011 UPPER MIDDLE RD E , OAKVILLE L6H 4L3",(905) 842-3934,(905) 842-3938,,,,43.483727,-79.6945815,307992,
MEDCARE PHARMACY,"581 ARGUS RD , OAKVILLE L6J 3J4",(905) 842-7415,(905) 842-4936,,,,43.457397,-79.6846247,29148,
RIVER OAKS MEDICAL PHARMACY,"A3-2163 SIXTH LINE , OAKVILLE L6H 3N7",(905) 842-1113,(905) 842-9514,,,,43.4689065,-79.7180776,40516,
KERR SPEERS PHARMACY,"496 KERR ST , OAKVILLE L6K 3C5",(905) 844-1671,(905) 844-1672,,,,43.4462308,-79.6865702,306994,
QUEENS DRUG MART,"1289 MARLBROUGH CRT , OAKVILLE L6H 2R9",(905) 844-8811,(905) 844-8810,,,,43.470275,-79.6940139,300730,
TOTAL HEALTH PHARMACY,"465 MORDEN RD , OAKVILLE L6K 3W6",(905) 845-2733,(905) 845-2439,,,,43.4419313,-79.6941458,31508,
LEON PHARMACY,"340 KERR ST , OAKVILLE L6K 3B8",(905) 845-2811,(905) 845-2812,,,,43.4438441,-79.6821372,18382,
SHOPPERS DRUG MART,"OAKTOWN PLAZA 550 KERR STREET, OAKVILLE L6K 3C7",(905) 845-6674,(905) 845-3407,,,,43.446512,-79.689022,307994,
LIFECARE RX PHARMACY,"2 & 3 - 201 RIVER OAKS BLVD W , OAKVILLE L6H 3S7",(905) 845-1945,(905) 845-5282,,,,43.464553,-79.7224324,308045,
RAY PHARMACY,"6-635 FOURTH LINE , OAKVILLE L6L 5W4",(905) 845-5595,(905) 845-5596,,,,43.4336402,-79.7004756,304690,
ST. MARKS PHARMACY,"586 ARGUS RD , OAKVILLE L6J 3J3",(905) 845-6125,(905) 845-6097,,,,43.4571343,-79.6855972,304316,
LOBLAW PHARMACY,"173 LAKESHORE RD W , OAKVILLE L6K 1E7",(905) 845-4946,(905) 845-7556,,,,43.4380766,-79.677055,32684,
SHEPHERD PHARMACY,"7 - 579 KERR ST , OAKVILLE L6K 3E1",(905) 845-8777,(905) 845-8277,,,,43.43796,-79.670685,305894,
MORELLIS GUARDIAN PHARMACY,"469 CORNWALL ROAD , OAKVILLE L6J 7S8",(905) 845-8999,(905) 845-8990,,,,43.461803,-79.6752144,303381,
CIMS PHARMACY,"TRAFALGAR PROFESSIONAL CENTRE 1235 TRAFALGAR RD, OAKVILLE L6H 3P1",(905) 845-0800,(905) 845-9481,,,,43.4673962,-79.6905408,303361,
HEART LAKE THE COMPOUNDING CENTRE,"230 SANDALWOOD PKWY E , BRAMPTON L6Z 1R3",(905) 846-3737,(905) 846-0507,,,,43.7306745,-79.7901409,19802,
REXALL,"10425 KENNEDY RD N RR 4, BRAMPTON L6Z 0A4",(905) 846-2828,(905) 846-3058,,,,43.7246117,-79.7876268,307153,
NORTHVIEW PHARMACY,"10635 CREDITVIEW RD , BRAMPTON L7A 0T4",(905) 846-3200,(905) 846-3217,,,,43.6899678,-79.835408,302927,
VITAL RX PHARMACY,"EARLSBRIDGE PLAZA 5-10 EARLSBRIDGE BLVD, BRAMPTON L7A 3P1",(905) 846-4411,(905) 846-4439,,,,43.7016216,-79.8290992,300344,
SHOPPERS DRUG MART,"10088 MCLAUGHLIN RD , BRAMPTON L7A 2X6",(905) 846-4444,(905) 846-5355,,,,43.6963155,-79.8007812,307300,
PHARMAGUARD,"1 - 10990 CHINGUACOUSY RD , BRAMPTON L7A 0P1",(905) 846-8912,(905) 846-6123,,,,43.7051831,-79.8355831,307233,
SHOPPERS DRUG MART,"HEART LAKE TOWN CENTRE 180 SANDALWOOD PKY E, BRAMPTON L6Z 1Y4",(905) 846-4700,(905) 846-7058,,,,43.7281041,-79.7960254,22269,
BRONTE CENTRE PHARMACY,"78 JONES ST , OAKVILLE L6L 6C5",(905) 847-0002,(905) 847-0007,,,,43.3951341,-79.7095313,25866,
ABBEYWOOD PHARMACY,"3 - 1395 ABBEYWOOD DR , OAKVILLE L6M 3B2",(905) 847-2221,(905) 847-2229,,,,43.4316068,-79.7265793,304588,
ORIGINS PHARMACY & COMPOUNDING LAB,"108 - 3075 HOSPITAL GATE , OAKVILLE L6M 1M1",(905) 847-9696,(905) 847-5552,,,,43.4494052,-79.7668855,304779,
SOBEYS PHARMACY,"1500 UPPER MIDDLE RD , OAKVILLE L6J 4L3",(905) 847-3460,(905) 847-5952,,,,43.4380565,-79.741039,300633,
OSR PHARMACY,"2220-2222 LAKESHORE RD W (OAKVILLE SENIOR CITIZENS RESIDENCE), OAKVILLE L6L 5G5",(905) 847-8200,(905) 847-8230,,,,43.399335,-79.70504,301779,
PHARMEX DIRECT INC.,"8-2333 WYECROFT RD , OAKVILLE L6L 6L4",(905) 847-8224,(905) 847-8271,,,,43.4134627,-79.7320129,306900,
PS PHARMASAVE FAIRWAYS DRUG STORE,"1500 UPPER MIDDLE RD W , OAKVILLE L6M 3G3",(905) 847-3130,(905) 847-9287,,,,43.4380565,-79.741039,29652,
FIRST PLACE PHARMACY,"101-170 QUEENSWAY W , MISSISSAUGA L5B 3A8",(905) 848-3222,(905) 848-3227,,,,43.5721834,-79.610765,23499,
CITY CARE PHARMACY,"134 DUNDAS ST W , MISSISSAUGA L5B 1H9",(905) 848-8444,(905) 848-4763,,,,43.5771862,-79.6193728,31820,
MAIN DRUG MART,"3885 DUKE OF YORK BLVD , MISSISSAUGA L5B 0E4",(905) 848-4844,(905) 848-4846,,,,43.5876664,-79.6402758,306641,
MISSISSAUGA HOSPITAL PHARMACENTRE,"100 QUEENSWAY W , MISSISSAUGA L5B 1B8",(905) 848-7599,(905) 848-7619,,,,43.5714273,-79.6085507,305562,
PRIME MEDICAL PHARMACY,"3 - 755 QUEENSWAY E , MISSISSAUGA L4Y 4C5",(905) 615-9532,(905) 848-9202,,,,43.5898904,-79.5917478,308025,
SOBEYS PHARMACY,"511 MAPLE GROVE DR , OAKVILLE L6J 4W3",(905) 849-0446,(905) 849-1031,,,,43.4803486,-79.655076,300466,
FORD DRIVE PHARMACY,"7 - 609 FORD DR , OAKVILLE L6J 7Z6",(905) 845-3673,(905) 849-3673,,,,43.4891469,-79.6503134,307479,
CORNWALL PHARMACY,"18 - 1525 CORNWALL RD , OAKVILLE L6J 0B2",(905) 849-0909,(905) 849-6969,,,,43.4784915,-79.6604088,306413,
METRO PHARMACY,"1011 UPPER MIDDLE RD E , OAKVILLE L6H 4L2",(905) 849-4440,(905) 849-7522,,,,43.483727,-79.6945815,25924,
REXALL,"523 MAPLE GROVE DR , OAKVILLE L6J 4W3",(905) 849-1660,(905) 849-8595,,,,43.4794523,-79.6575346,305353,
UPPER MIDDLE PHARMACY,"5 - 1534 QUEENSBURY CRES , OAKVILLE L6H 4G5",(905) 815-9111,(905) 849-9777,,,,43.4695816,-79.7069927,306525,
RUTHERFORD GUARDIAN DRUGS,"2-5283 RUTHERFORD RD , WOODBRIDGE L4H 2T2",(905) 850-9666,(905) 850-2266,,,,43.8146572,-79.6067371,39068,
LA VITA PHARMACY,"3-270 CHANCELLOR DR , VAUGHAN L4L 7M1",(905) 850-3088,(905) 850-3788,,,,43.796821,-79.559816,302986,
MEDBRANDS I.D.A. PHARMACY,"1 - 53 WOODBRIDGE AVE , WOODBRIDGE L4L 9K9",(905) 850-0634,(905) 850-6883,,,,43.7855301,-79.5901046,306218,
PINE GROVE PHARMACY,"101-8077 ISLINGTON AVE , WOODBRIDGE L4L 7X7",(905) 850-1111,(905) 850-8364,,,,43.7887107,-79.5862424,304816,
ROMA PHARMACY,"8-110 ANSLEY GROVE RD , WOODBRIDGE L4L 3R1",(905) 850-4410,(905) 850-9314,,,,43.8023877,-79.5646902,304715,
HENDERSONS WOODBRIDGE MEDICAL PHARMACY,"167 WOODBRIDGE AVE , WOODBRIDGE L4L 2S6",(905) 851-1109,(905) 851-0125,,,,43.7844214,-79.5939447,15115,
SHOPPERS DRUG MART,"4000 HWY 7 , WOODBRIDGE L4L 1A6",(905) 851-2199,(905) 851-2394,,,,43.7875719,-79.5570386,30964,
DRUGSTORE PHARMACY,"3940 HWY 7 RR 2, VAUGHAN L4L 1A6",(905) 851-7182,(905) 851-2862,,,,43.789003,-79.554743,35772,
LANGSTAFF PHARMACY,"21-8401 WESTON RD , WOODBRIDGE L4L 1A6",(905) 850-2790,(905) 851-6870,,,,43.8280577,-79.5585657,302127,
WAL-MART PHARMACY,"8300 HIGHWAY 27 , WOODBRIDGE L4H 0R9",(905) 851-3894,(905) 851-7460,,,,43.786069,-79.624858,301499,
PINE VALLEY PHARMACY,"7700 PINE VALLEY DR , WOODBRIDGE L4L 2X4",(905) 851-2121,(905) 851-8931,,,,43.782715,-79.5739526,25205,
LOBLAW PHARMACY,"8585 HWY#27 RR 3, WOODBRIDGE L4L 1A7",(905) 851-8063,(905) 851-9620,,,,43.777642,-79.622634,303596,
SHOPPERS DRUG MART,"232 TORONTO ST S , UXBRIDGE L9P 0C4",(905) 852-3345,(905) 852-0098,,,,44.0966515,-79.1293634,304648,
DRUGSTORE PHARMACY,"323 TORONTO ST S PO BOX 788, UXBRIDGE L9P 1N2",(905) 852-1206,(905) 852-1224,,,,44.089713,-79.130742,33372,
REXALL,"2 ELGIN PARK DR , UXBRIDGE L9P 1Y7",(905) 852-6155,(905) 852-3649,,,,44.0960415,-79.1275992,305383,
REDISCOVER HEALTH PHARMACY,"7714 YONGE ST , THORNHILL L4J 1W2",(905) 882-7777,(905) 882-1991,,,,43.8155006,-79.4247401,307999,
UXBRIDGE COTTAGE HOSPITAL,"PHARMACY DEPARTMENT 4 CAMPBELL DRIVE, UXBRIDGE L9P 1S4",(905) 852-9771,(905) 852-5560,,,,44.1029152,-79.1274051,305578,
HEALTHSHIELD PHARMACY-HOLLAND LANDING,"2-45 GRIST MILL RD , HOLLAND LANDING L9N 1M7",(905) 853-0855,(905) 853-0571,,,,44.0945319,-79.47348,307145,
SHOPPERS DRUG MART,"20 DAVIS DR , NEWMARKET L3Y 2M7",(905) 853-6060,(905) 853-4922,,,,44.0537972,-79.4785939,306561,
M. D. CARE PHARMACY,"4 - 200 DAVIS DR , NEWMARKET L3Y 2N4",(905) 835-5050,(905) 853-5056,,,,44.0565434,-79.4710886,304361,
WAL-MART PHARMACY,"17940 YONGE ST , NEWMARKET L3Y 8S4",(905) 853-6090,(905) 853-5773,,,,44.0662691,-79.4856801,33876,
METRO PHARMACY,"16640 YONGE ST , NEWMARKET L3X 2N8",(905) 853-7100,(905) 853-6300,,,,44.0340035,-79.4772437,39444,
CAMPBELLVILLE PHARMACY,"35 CRAWFORD CRES PO BOX 405, CAMPBELLVILLE L0P 1B0",(905) 854-0313,(905) 854-3100,,,,43.4880814,-79.9847031,28540,
PEACE LAND PHARMACY INC.,"A3 - 1020 JOHNSONS LANE , MISSISSAUGA L5J 2P7",(905) 855-0909,(905) 855-0109,,,,43.5223871,-79.6184076,306087,
TRUSCOTT PHARMACY,"PARK ROYAL SHOPPING CENTRE 2425 TRUSCOTT DR, MISSISSAUGA L5J 2B4",(905) 822-1615,(905) 855-8578,,,,43.5125046,-79.6488205,304196,
WOODBRIDGE PHARMACY,"2-205 MARYCROFT AVE , WOODBRIDGE L4L 5X7",(905) 856-2221,(905) 856-2226,,,,43.7845632,-79.56511,26385,
PANACEA PHARMACY,"4600 HWY 7 , WOODBRIDGE L4L 4Y7",(905) 856-2284,(905) 856-2285,,,,43.7842241,-79.5758839,26815,
PULSE RX LTC PHARMACY,"3-111 ZENWAY BLVD , WOODBRIDGE L4H 3H9",(905) 856-1250,(905) 856-2316,,,,43.7749449,-79.6418715,300824,
SHOPPERS DRUG MART,"5694 HIGHWAY 7 , WOODBRIDGE L4L 1T8",(905) 856-9964,(905) 856-5499,,,,43.776116,-79.6112831,304528,
INNOVATION PHARMACY,"40 INNOVATION DR , VAUGHAN L4H 0T2",(905) 856-5557,(905) 856-7797,,,,43.7887586,-79.6269626,303108,
LIFE PHARMACY,"15 ALLAN DR , BOLTON L7E 2B5",(905) 857-0040,(905) 857-0077,,,,43.8728422,-79.7272804,303876,
BOLTON LIFECARE PHARMACY,"103-30 MARTHA ST , BOLTON L7E 5V1",(905) 857-9494,(905) 857-1313,,,,43.871672,-79.7331559,303323,
LEGGETT AND SMITH PHARMACY,"M1-18 KING ST E , BOLTON L7E 1E8",(905) 857-1474,(905) 857-4336,,,,43.8800983,-79.737271,307722,
WAL-MART PHARMACY,"150 MCEWAN DR E , BOLTON L7E 2Y3",(905) 857-3998,(905) 857-5401,,,,43.8645506,-79.7115912,300127,
TOTAL HEALTH PHARMACY,"12295 HWY 50 , BOLTON L7E 1M2",(905) 857-4332,(905) 857-6419,,,,43.8546747,-79.702639,24315,
DAYSPRING PHARMACY,"12788 50 HWY , BOLTON L7E 4G1",(905) 857-0777,(905) 857-9777,,,,43.862671,-79.7173219,305862,
BATTLEFORD IDA,"A-01 - 6405 ERIN MILLS PKY , MISSISSAUGA L5N 4H4",(905) 858-1600,(905) 858-1603,,,,43.5861018,-79.7416572,306317,
TERRY FOX PHARMACY,"9-5380 TERRY FOX WAY , MISSISSAUGA L5V 0A5",(905) 858-3020,(905) 858-3021,,,,43.5945299,-79.6845969,302021,
REXALL,"B7-1240 EGLINTON AVE W , MISSISSAUGA L5V 1N3",(905) 858-7903,(905) 858-3472,,,,43.5795537,-79.6816002,305464,
SHOPPERS DRUG MART,"101-5602 TENTH LINE W , MISSISSAUGA L5M 5S5",(905) 858-4618,(905) 858-3912,,,,43.5830385,-79.7752144,307708,
DRUGSTORE PHARMACY,"6085 CREDITVIEW RD , MISSISSAUGA L5V 2A8",(905) 858-1866,(905) 858-4102,,,,43.5994406,-79.7132567,35596,
SOBEYS PHARMACY,"5602 TENTH LINE WEST , MISSISSAUGA L5M 7L9",(905) 858-8212,(905) 858-6823,,,,43.5591152,-79.7447193,40660,
ERIN CREEK PHARMASAVE,"10 - 6400 MILLCREEK DR , MISSISSAUGA L5N 3E7",(905) 858-6844,(905) 858-6866,,,,43.5887462,-79.7403321,308053,
GLENDERRY PHARMACY,"2760 DERRY RD. W. , MISSISSAUGA L5N 3N5",(289) 997-3203,(905) 858-8513,,,,43.5929659,-79.7644764,307759,
SHOPPERS DRUG MART,"1-5425 CREDITVIEW RD , MISSISSAUGA L5V 2P3",(905) 858-8711,(905) 858-8719,,,,43.586652,-79.696196,306476,
NOBLETON GUARDIAN PHARMACY,"12931 HIGHWAY 27 , NOBLETON L0G 1N0",(905) 859-2322,(905) 859-2422,,,,43.9000046,-79.6520436,306968,
